"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","GEMEINDE_QID","GEMEINDE_GeoNames","GEMEINDE_TGN","GEMEINDE_IDAI","GEMEINDE_OSM_Relation","GEMEINDE_matchLabel","GEMEINDE_matchScore","GEMEINDE_matchReason","kreis","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","bundesland","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","land","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"Umbreit 1937","Q139304632","","173","Guhrau/Góra","Gmina Góra","Q2617476","7533516","","","2709176","Gmina Góra","1.0","Exact match via rdfs:label [global index] | 'Gmina Góra' -> 'Gmina Góra'","pow. Gorẃski","Q636757","","","","","Powiat Górowski","1.0","Direct override | 'pow. Gorẃski' -> QID=Q636757 | [override -> QID=Q636757]","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Guhrau","Ausgrabung","Q959782","Umbreit 1937","Q139304632","Siedlung","Q486972","3000","150","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.54","51.67","-4600","+/- 200 years","-4000","+/- 300 years","Q816829","very uncertain, no dated features","","",""
"von Richthofen 1930, Karte 2","Q139304635","20","83","Bschanz/Pysząca","Gmina Brzeg Dolny","Q2462934","7533397","","","2456172","Gmina Brzeg Dolny","1.0","Exact match via rdfs:label [global index] | 'Gmina Brzeg Dolny' -> 'Gmina Brzeg Dolny'","pow. Wołowski","Q715925","7530849","","","451510","powiat wołowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wołowski' -> 'powiat wołowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","3000","151","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.68","51.26","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Zabytek.pl","Q43301933","","362","Racot 18","Gmina Kościan","Q556749","7531326","","","2851622","Gmina Kościan","1.0","Exact match via rdfs:label [global index] | 'Gmina Kościan' -> 'Gmina Kościan'","pow. Kościan","Q133188","7531076","","","2690735","powiat kościański","0.8387","Fuzzy match (score=0.84) via rdfs:label [global index] | 'Powiat Kościan' -> 'powiat kościański'","Woj. Wielkopolskie","Q54187","3337498","7024119","","130971","wielkopolskie","1.0","Exact match via skos:altLabel [global index] | 'Wielkopolskie' -> 'wielkopolskie' | [normalised: stripped -> 'Wielkopolskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","Ausgrabung","Q959782","Czerniak et al. 2016","Q139304625","Siedlung","Q486972","50","152","Übernahme aus externer Datenbank","digitale Datenbank","Fundstellen wurden in der digitalen Datenbank Zabytek gesucht und Koordinaten ausgelesen","16.72","52.07","-4600","+/- 100 years","-4350","+/- 50 years","Q173412","medium certainty, end oh phase at settlement has been modelled with several 14C dates, begin has only one","http://n2t.net/ark:/99152/p0j9r729p9b","exactMatch",""
"Zabytek.pl","Q43301933","","362","Racot 18","Gmina Kościan","Q556749","7531326","","","2851622","Gmina Kościan","1.0","Exact match via rdfs:label [global index] | 'Gmina Kościan' -> 'Gmina Kościan'","pow. Kościan","Q133188","7531076","","","2690735","powiat kościański","0.8387","Fuzzy match (score=0.84) via rdfs:label [global index] | 'Powiat Kościan' -> 'powiat kościański'","Woj. Wielkopolskie","Q54187","3337498","7024119","","130971","wielkopolskie","1.0","Exact match via skos:altLabel [global index] | 'Wielkopolskie' -> 'wielkopolskie' | [normalised: stripped -> 'Wielkopolskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","Ausgrabung","Q959782","Czerniak et al. 2016","Q139304625","Siedlung","Q486972","50","153","Übernahme aus externer Datenbank","digitale Datenbank","Fundstellen wurden in der digitalen Datenbank Zabytek gesucht und Koordinaten ausgelesen","16.72","52.07","-4350","+/- 50 years","-3900","+/- 100 years","","very certain because of detailed modelling of several 14C dates","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"von Richthofen 1930, Karte 2","Q139304635","5","314","Olbersdorf/Olbrachcice Wielkie","Gmina Ząbkowice Śląskie","Q2458293","7533200","","","2957949","Gmina Ząbkowice Śląskie","1.0","Exact match via rdfs:label [global index] | 'Gmina Ząbkowice Śląskie' -> 'Gmina Ząbkowice Śląskie'","pow. Ząbkowicki","Q716143","7530851","","","451513","Powiat Ząbkowicki","1.0","Exact match via rdfs:label [global index] | 'Powiat Ząbkowicki' -> 'Powiat Ząbkowicki'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","154","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.78","50.61","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","8","250","Kuhnau/Kunów","Gmina Sobótka","Q2182816","7533188","","","3048178","Gmina Sobótka","1.0","Exact match via rdfs:label [global index] | 'Gmina Sobótka' -> 'Gmina Sobótka'","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","1000","155","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.8","50.9","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","13","147","Gnichwitz/Gniechowice","Gmina Kąty Wrocławskie","Q2460985","7533109","","","3048177","Gmina Kąty Wrocławskie","1.0","Exact match via rdfs:label [global index] | 'Gmina Kąty Wrocławskie' -> 'Gmina Kąty Wrocławskie'","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","3000","156","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.83","50.99","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","23","143","Gleinitz/Glinica","Gmina Jordanów Śląski","Q2191877","7531990","","","3049634","Gmina Jordanów Śląski","1.0","Exact match via rdfs:label [global index] | 'Gmina Jordanów Śląski' -> 'Gmina Jordanów Śląski'","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","157","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.84","50.86","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","12","354","Puschkowa/Pustków Żurawski","Gmina Kobierzyce","Q1922902","7532599","","","3049635","Gmina Kobierzyce","1.0","Exact match via rdfs:label [global index] | 'Gmina Kobierzyce' -> 'Gmina Kobierzyce'","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","158","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.86","50.96","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","7","203","Jordansmühl/Jordanów Śląski","Gmina Jordanów Śląski","Q2191877","7531990","","","3049634","Gmina Jordanów Śląski","1.0","Exact match via rdfs:label [global index] | 'Gmina Jordanów Śląski' -> 'Gmina Jordanów Śląski'","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","3000","159","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.87","50.86","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","6","96","Dankwitz/Dankowice","Gmina Jordanów Śląski","Q2191877","7531990","","","3049634","Gmina Jordanów Śląski","1.0","Exact match via rdfs:label [global index] | 'Gmina Jordanów Śląski' -> 'Gmina Jordanów Śląski'","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","160","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.87","50.86","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","16","418","Stabelwitz/Stabłowice","Gmina Wrocław","Q1799","","","","","Wrocław","1.0","Direct override | 'Gmina Wrocław' -> QID=Q1799 | [override -> QID=Q1799]","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2500","161","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.89","51.15","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","15","391","Schmiedefeld/Kużniki","Gmina Wrocław","Q1799","","","","","Wrocław","1.0","Direct override | 'Gmina Wrocław' -> QID=Q1799 | [override -> QID=Q1799]","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","162","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.95","51.13","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","14","217","Klein Mochbern/Muchobór Mały","Gmina Wrocław","Q1799","","","","","Wrocław","1.0","Direct override | 'Gmina Wrocław' -> QID=Q1799 | [override -> QID=Q1799]","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","163","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.97","51.11","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","17","166","Groß Tschansch/Księże Wielkie","Gmina Wrocław","Q1799","","","","","Wrocław","1.0","Direct override | 'Gmina Wrocław' -> QID=Q1799 | [override -> QID=Q1799]","pow. Wrocławski","Q715974","7530850","","","451517","powiat wrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wrocławski' -> 'powiat wrocławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","164","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","17.09","51.07","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","4","427","Stübendorf/Ścibórz","Gmina Paczków","Q923169","7533409","","","2671033","Gmina Paczków","1.0","Exact match via rdfs:label [global index] | 'Gmina Paczków' -> 'Gmina Paczków'","pow. Nyski","Q461537","7530734","","","2661908","powiat nyski","1.0","Exact match via rdfs:label [global index] | 'Powiat Nyski' -> 'powiat nyski'","Woj. Opolskie","Q54171","3337495","","","224460","opolskie","1.0","Exact match via skos:altLabel [global index] | 'Opolskie' -> 'opolskie' | [normalised: stripped -> 'Opolskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","165","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  von Richthofen 1930","17.12","50.45","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"von Richthofen 1930, Karte 2","Q139304635","10","507","Zottwitz/Sobocisko","Gmina Oława","Q2120688","7531753","","","2953627","Gmina Oława","1.0","Exact match via rdfs:label [global index] | 'Gmina Oława' -> 'Gmina Oława'","pow. Oławski","Q715475","7530835","","","451515","powiat oławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Oławski' -> 'powiat oławski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","von Richthofen 1930","Q139304635","unbek.","Q59496158","2000","166","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","17.19","50.97","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
