"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","kreis","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","bundesland","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","land","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","perio.do","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","12","488","Żalęcino","Gmina Dolice","pow. Stargardzki","Q1340630","7530793","","","2662788","powiat stargardzki","1.0","Exact match via rdfs:label [global index] | 'Powiat Stargardzki' -> 'powiat stargardzki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","Grab","Q173387","1500","111","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.08","53.2"
"Museum Szczecin","","","209","Karsko/Schöningsburg","Gmina Nowogródek Pomorski","pow. Myśliborski","Q558403","7531005","","","2662786","Powiat myśliborski","1.0","Exact match via rdfs:label [global index] | 'Powiat Myśliborski' -> 'Powiat myśliborski'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Ausgrabung","Q959782","Dorka 1939","","Grab","Q173387","300","114","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Kulczycka-Leciejewiczowa 1993","15.12","53.15"
"Kulczycka-Leciejewiczowa 1993, Karte 1, von Richthofen 1930, Karte 2 Nr 35","","18","273","Marienspring/Marzęcin","Gmina Kłodawa","pow. Gorzów Wielkopolski","Q104731","","","","","Gorzów Wielkopolski","1.0","Direct override | 'pow. Gorzów Wielkopolski' -> QID=Q104731 | [override -> QID=Q104731]","Woj. Wielkopolskie","Q54187","3337498","7024119","","130971","wielkopolskie","1.0","Exact match via skos:altLabel [global index] | 'Wielkopolskie' -> 'wielkopolskie' | [normalised: stripped -> 'Wielkopolskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","von Richthofen 1930","","Siedlung","Q486972","2000","116","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Kulczycka-Leciejewiczowa 1993","15.14","52.83"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","19","469","Wojciechowo","Gmina Lubniewice","pow. Sulęciński","Q318002","7530987","","","2663875","Powiat Sulęciński","1.0","Exact match via rdfs:label [global index] | 'Powiat Sulęciński' -> 'Powiat Sulęciński'","Woj. Lubuskie","Q54157","3337494","","","130969","lubuskie","1.0","Exact match via skos:altLabel [global index] | 'Lubuskie' -> 'lubuskie' | [normalised: stripped -> 'Lubuskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","unbek.","Q59496158","1500","119","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.53","52.44"
"Swieder 2009, Kulczycka-Leciejewiczowa 1993, Karte 1 Nr. 23","","","306","Niederguhren/Kije","Sulechów","pow. Zielonogórski","Q318384","7531003","","","2417503","Powiat Zielonogórski","1.0","Exact match via rdfs:label [global index] | 'Powiat Zielonogórski' -> 'Powiat Zielonogórski'","Woj. Lubuskie","Q54157","3337494","","","130969","lubuskie","1.0","Exact match via skos:altLabel [global index] | 'Lubuskie' -> 'lubuskie' | [normalised: stripped -> 'Lubuskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","","","Umbreit 1937","","unbek.","Q59496158","1000","120","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Kulczycka-Leciejewiczowa 1993","15.54","52.1"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","16","152","Górecko","Gmina Sulechów","pow. Zielonogórski","Q318384","7531003","","","2417503","Powiat Zielonogórski","1.0","Exact match via rdfs:label [global index] | 'Powiat Zielonogórski' -> 'Powiat Zielonogórski'","Woj. Wielkopolskie","Q54187","3337498","7024119","","130971","wielkopolskie","1.0","Exact match via skos:altLabel [global index] | 'Wielkopolskie' -> 'wielkopolskie' | [normalised: stripped -> 'Wielkopolskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","unbek.","Q59496158","1500","121","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.57","52.78"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","26","296","Mozów","Gmina Zwierzyn","pow. Strzelecko-Drezdenecki","Q317976","7530981","","","2663925","Powiat Strzelecko-Drezdenecki","1.0","Exact match via rdfs:label [global index] | 'Powiat Strzelecko-Drezdenecki' -> 'Powiat Strzelecko-Drezdenecki'","Woj. Lubuskie","Q54157","3337494","","","130969","lubuskie","1.0","Exact match via skos:altLabel [global index] | 'Lubuskie' -> 'lubuskie' | [normalised: stripped -> 'Lubuskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","unbek.","Q59496158","2000","122","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Kulczycka-Leciejewiczowa 1993","15.57","52.08"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","15","154","Goszczanowiec/Guschterholländer","Gmina Drezdenko","pow. Strzelecko-Drezdenecki","Q317976","7530981","","","2663925","Powiat Strzelecko-Drezdenecki","1.0","Exact match via rdfs:label [global index] | 'Powiat Strzelecko-Drezdenecki' -> 'Powiat Strzelecko-Drezdenecki'","Woj. Wielkopolskie","Q54187","3337498","7024119","","130971","wielkopolskie","1.0","Exact match via skos:altLabel [global index] | 'Wielkopolskie' -> 'wielkopolskie' | [normalised: stripped -> 'Wielkopolskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","großflächige Ausgrabung","Q959782","Umbreit 1937","","Siedlung","Q486972","1500","123","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.62","52.73"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","30","470","Wojnowo","Gmina Zwierzyn","pow. Strzelecko-Drezdenecki","Q317976","7530981","","","2663925","Powiat Strzelecko-Drezdenecki","1.0","Exact match via rdfs:label [global index] | 'Powiat Strzelecko-Drezdenecki' -> 'Powiat Strzelecko-Drezdenecki'","Woj. Lubuskie","Q54157","3337494","","","130969","lubuskie","1.0","Exact match via skos:altLabel [global index] | 'Lubuskie' -> 'lubuskie' | [normalised: stripped -> 'Lubuskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","unbek.","Q59496158","1500","125","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.79","52.1"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","20","89","Bytom Odrzański","Gmina Bytom Odrzański","pow. Nowosolski","Q317943","7530855","","","2663868","powiat nowosolski","1.0","Exact match via rdfs:label [global index] | 'Powiat Nowosolski' -> 'powiat nowosolski'","Woj. Lubuskie","Q54157","3337494","","","130969","lubuskie","1.0","Exact match via skos:altLabel [global index] | 'Lubuskie' -> 'lubuskie' | [normalised: stripped -> 'Lubuskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","unbek.","Q59496158","2500","126","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.82","51.73"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","40","489","Zameczno","Gmina Żukowice","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","Grab","Q173387","1000","128","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.93","51.67"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","41","508","Żukowice","Gmina Żukowice","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","großflächige Ausgrabung","Q959782","Kulczycka-Leciejewiczowa 1993","","Siedlung und Grab","Q486972","3000","129","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","15.98","51.67"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","32","36","Biechów","Gmina Głogów","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","großflächige Ausgrabung","Q959782","Kulczycka-Leciejewiczowa 1993","","Siedlung","Q486972","3000","131","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.02","51.68"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","34","144","Głogów","Gmina Głogów","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","unbek.","Q59496158","5000","134","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Kulczycka-Leciejewiczowa 1993","16.09","51.66"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","37","146","Głogów-Żarków","Gmina Głogów","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","Siedlung","Q486972","2000","136","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.11","51.65"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","35","145","Głogów-Nosocice/Noßwitz","Gmina Głogów","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","großflächige Ausgrabung","Q959782","von Richthofen 1930","","unbek.","Q59496158","1000","138","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.13","51.65"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","38","399","Schrepau/Krzepów","Gmina Głogów","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","Grab","Q173387","1000","139","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Kulczycka-Leciejewiczowa 1993","16.14","51.65"
"von Richthofen 1930, Karte 2","","19","3","Alt Jauer/Stary Jawór","Gmina Jawor","pow. Jaworski","Q637105","7530815","","","451358","powiat jaworski","1.0","Exact match via rdfs:label [global index] | 'Powiat Jaworski' -> 'powiat jaworski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","","","von Richthofen 1930","","unbek.","Q59496158","2500","140","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.16","51.08"
"von Richthofen 1930, Karte 2","","27","468","Woischau/Wojszyn","Gmina Pęcław","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","","","von Richthofen 1930","","unbek.","Q59496158","3000","141","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  von Richthofen 1930, map 2","16.19","51.66"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","39","352","Priedemost/Przedmoście","Gmina Głogów","pow. Głogówski","Q631754","7530806","","","451316","Powiat Głogowski","0.9375","Fuzzy match (score=0.94) via rdfs:label [global index] | 'Powiat Głogówski' -> 'Powiat Głogowski'","Woj. Dolnośląskie","Q54150","3337492","","","224457","Dolnośląskie","1.0","Exact match via skos:altLabel [global index] | 'Dolnośląskie' -> 'Dolnośląskie' | [normalised: stripped -> 'Dolnośląskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","großflächige Ausgrabung","Q959782","von Richthofen 1930","","Grab","Q173387","4000","142","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Kulczycka-Leciejewiczowa 1993","16.16","51.63"
"Kulczycka-Leciejewiczowa 1993, Karte 1","","31","106","Dryżyna","Gmina Szlichtyngowa","pow. Wschowski","Q318376","7530812","","","2663872","powiat wschowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Wschowski' -> 'powiat wschowski'","Woj. Lubuskie","Q54157","3337494","","","130969","lubuskie","1.0","Exact match via skos:altLabel [global index] | 'Lubuskie' -> 'lubuskie' | [normalised: stripped -> 'Lubuskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Sondage, Oberflächenuntersuchung oder zufällige Entdeckung","","Kulczycka-Leciejewiczowa 1993","","Grab","Q173387","2000","144","Mittelpunkt der Gemeinde","Printpublikation","die Gemeinde wurde in digitalen Kartenwerken nachgeschlagen und der ungefähre Mittelpunkt der Gemeinde ausgelesen","16.28","51.71"
